"Indicator_Type","Unique_Item","File_Hash","Malware_Family","Meaningful_Name","Last_Observation_Date"
"Windows API","api-ms-win-crt-string-l1-1-0.dll!strlen","89f250599e09f8631040e73cd9ea5e515d87e3d1d989f484686893becec1a9bc","Trojan:Win32/Znyonm","89f250599e09f8631040e73cd9ea5e515d87e3d1d989f484686893becec1a9bc.exe","2023-09-21"
"Windows API","api-ms-win-crt-string-l1-1-0.dll!strncmp","89f250599e09f8631040e73cd9ea5e515d87e3d1d989f484686893becec1a9bc","Trojan:Win32/Znyonm","89f250599e09f8631040e73cd9ea5e515d87e3d1d989f484686893becec1a9bc.exe","2023-09-21"
"Windows API","api-ms-win-crt-time-l1-1-0.dll!clock","89f250599e09f8631040e73cd9ea5e515d87e3d1d989f484686893becec1a9bc","Trojan:Win32/Znyonm","89f250599e09f8631040e73cd9ea5e515d87e3d1d989f484686893becec1a9bc.exe","2023-09-21"
"Windows API","api-ms-win-crt-utility-l1-1-0.dll!qsort","89f250599e09f8631040e73cd9ea5e515d87e3d1d989f484686893becec1a9bc","Trojan:Win32/Znyonm","89f250599e09f8631040e73cd9ea5e515d87e3d1d989f484686893becec1a9bc.exe","2023-09-21"
"Windows API","GDI32.dll!GetStockObject","0ea0b19c562d20c6ac89a1f2db06eedcb147cde2281e79bb0497cef62094b514","Trojan:Win32/Znyonm","MySnake.EXE","2023-09-21"
"Windows API","KERNEL32.dll!CloseHandle","0ea0b19c562d20c6ac89a1f2db06eedcb147cde2281e79bb0497cef62094b514","Trojan:Win32/Znyonm","MySnake.EXE","2023-09-21"
"Windows API","KERNEL32.dll!CloseHandle","11cd4b64dcac3195c01ffc937ae1eb77aa2f98d560a75347036d54a1cf69a5fd","Trojan:Win32/Znyonm","11cd4b64dcac3195c01ffc937ae1eb77aa2f98d560a75347036d54a1cf69a5fd.exe","2023-09-21"
"Windows API","KERNEL32.dll!CompareStringW","11cd4b64dcac3195c01ffc937ae1eb77aa2f98d560a75347036d54a1cf69a5fd","Trojan:Win32/Znyonm","11cd4b64dcac3195c01ffc937ae1eb77aa2f98d560a75347036d54a1cf69a5fd.exe","2023-09-21"
"Windows API","KERNEL32.dll!CreateFileW","0ea0b19c562d20c6ac89a1f2db06eedcb147cde2281e79bb0497cef62094b514","Trojan:Win32/Znyonm","MySnake.EXE","2023-09-21"
"Windows API","KERNEL32.dll!CreateFileW","11cd4b64dcac3195c01ffc937ae1eb77aa2f98d560a75347036d54a1cf69a5fd","Trojan:Win32/Znyonm","11cd4b64dcac3195c01ffc937ae1eb77aa2f98d560a75347036d54a1cf69a5fd.exe","2023-09-21"
"Windows API","KERNEL32.dll!CreatePipe","0ea0b19c562d20c6ac89a1f2db06eedcb147cde2281e79bb0497cef62094b514","Trojan:Win32/Znyonm","MySnake.EXE","2023-09-21"
"Windows API","KERNEL32.dll!CreateProcessW","0ea0b19c562d20c6ac89a1f2db06eedcb147cde2281e79bb0497cef62094b514","Trojan:Win32/Znyonm","MySnake.EXE","2023-09-21"
"Windows API","KERNEL32.dll!CreateThread","0ea0b19c562d20c6ac89a1f2db06eedcb147cde2281e79bb0497cef62094b514","Trojan:Win32/Znyonm","MySnake.EXE","2023-09-21"
"Windows API","KERNEL32.dll!CreateToolhelp32Snapshot","0ea0b19c562d20c6ac89a1f2db06eedcb147cde2281e79bb0497cef62094b514","Trojan:Win32/Znyonm","MySnake.EXE","2023-09-21"
"Windows API","KERNEL32.dll!DecodePointer","11cd4b64dcac3195c01ffc937ae1eb77aa2f98d560a75347036d54a1cf69a5fd","Trojan:Win32/Znyonm","11cd4b64dcac3195c01ffc937ae1eb77aa2f98d560a75347036d54a1cf69a5fd.exe","2023-09-21"
"Windows API","KERNEL32.dll!DeleteCriticalSection","11cd4b64dcac3195c01ffc937ae1eb77aa2f98d560a75347036d54a1cf69a5fd","Trojan:Win32/Znyonm","11cd4b64dcac3195c01ffc937ae1eb77aa2f98d560a75347036d54a1cf69a5fd.exe","2023-09-21"
"Windows API","KERNEL32.dll!DeleteFileW","0ea0b19c562d20c6ac89a1f2db06eedcb147cde2281e79bb0497cef62094b514","Trojan:Win32/Znyonm","MySnake.EXE","2023-09-21"
"Windows API","KERNEL32.dll!EnterCriticalSection","11cd4b64dcac3195c01ffc937ae1eb77aa2f98d560a75347036d54a1cf69a5fd","Trojan:Win32/Znyonm","11cd4b64dcac3195c01ffc937ae1eb77aa2f98d560a75347036d54a1cf69a5fd.exe","2023-09-21"
"Windows API","KERNEL32.dll!ExitProcess","11cd4b64dcac3195c01ffc937ae1eb77aa2f98d560a75347036d54a1cf69a5fd","Trojan:Win32/Znyonm","11cd4b64dcac3195c01ffc937ae1eb77aa2f98d560a75347036d54a1cf69a5fd.exe","2023-09-21"
"Windows API","KERNEL32.dll!ExitProcess","01e5ebc2c096d465800660a0ad6d62208a5b2b675e3700f3734fac225b1d38bd","Trojan:Win32/Brosin.A!dha","01e5ebc2c096d465800660a0ad6d62208a5b2b675e3700f3734fac225b1d38bd.exe","2023-09-21"
"Windows API","KERNEL32.dll!ExitProcess","a88ca28b0948e810d4eb519db7b72a40cfe7907ce4c6a881a192880278f3c8b5","Trojan:Win32/Znyonm","msfltr32.exe","2023-09-21"
"Windows API","KERNEL32.dll!FindClose","11cd4b64dcac3195c01ffc937ae1eb77aa2f98d560a75347036d54a1cf69a5fd","Trojan:Win32/Znyonm","11cd4b64dcac3195c01ffc937ae1eb77aa2f98d560a75347036d54a1cf69a5fd.exe","2023-09-21"
"Windows API","KERNEL32.dll!FindFirstFileExA","11cd4b64dcac3195c01ffc937ae1eb77aa2f98d560a75347036d54a1cf69a5fd","Trojan:Win32/Znyonm","11cd4b64dcac3195c01ffc937ae1eb77aa2f98d560a75347036d54a1cf69a5fd.exe","2023-09-21"
"Windows API","KERNEL32.dll!FindNextFileA","11cd4b64dcac3195c01ffc937ae1eb77aa2f98d560a75347036d54a1cf69a5fd","Trojan:Win32/Znyonm","11cd4b64dcac3195c01ffc937ae1eb77aa2f98d560a75347036d54a1cf69a5fd.exe","2023-09-21"
"Windows API","KERNEL32.dll!FlushFileBuffers","11cd4b64dcac3195c01ffc937ae1eb77aa2f98d560a75347036d54a1cf69a5fd","Trojan:Win32/Znyonm","11cd4b64dcac3195c01ffc937ae1eb77aa2f98d560a75347036d54a1cf69a5fd.exe","2023-09-21"
"Windows API","KERNEL32.dll!FreeEnvironmentStringsW","11cd4b64dcac3195c01ffc937ae1eb77aa2f98d560a75347036d54a1cf69a5fd","Trojan:Win32/Znyonm","11cd4b64dcac3195c01ffc937ae1eb77aa2f98d560a75347036d54a1cf69a5fd.exe","2023-09-21"
"Windows API","KERNEL32.dll!FreeLibrary","11cd4b64dcac3195c01ffc937ae1eb77aa2f98d560a75347036d54a1cf69a5fd","Trojan:Win32/Znyonm","11cd4b64dcac3195c01ffc937ae1eb77aa2f98d560a75347036d54a1cf69a5fd.exe","2023-09-21"
"Windows API","KERNEL32.dll!FreeLibrary","89f250599e09f8631040e73cd9ea5e515d87e3d1d989f484686893becec1a9bc","Trojan:Win32/Znyonm","89f250599e09f8631040e73cd9ea5e515d87e3d1d989f484686893becec1a9bc.exe","2023-09-21"
"Windows API","KERNEL32.dll!FreeLibrary","01e5ebc2c096d465800660a0ad6d62208a5b2b675e3700f3734fac225b1d38bd","Trojan:Win32/Brosin.A!dha","01e5ebc2c096d465800660a0ad6d62208a5b2b675e3700f3734fac225b1d38bd.exe","2023-09-21"
"Windows API","KERNEL32.dll!GetACP","11cd4b64dcac3195c01ffc937ae1eb77aa2f98d560a75347036d54a1cf69a5fd","Trojan:Win32/Znyonm","11cd4b64dcac3195c01ffc937ae1eb77aa2f98d560a75347036d54a1cf69a5fd.exe","2023-09-21"
"Windows API","KERNEL32.dll!GetCommandLineA","11cd4b64dcac3195c01ffc937ae1eb77aa2f98d560a75347036d54a1cf69a5fd","Trojan:Win32/Znyonm","11cd4b64dcac3195c01ffc937ae1eb77aa2f98d560a75347036d54a1cf69a5fd.exe","2023-09-21"
"Windows API","KERNEL32.dll!GetCommandLineW","11cd4b64dcac3195c01ffc937ae1eb77aa2f98d560a75347036d54a1cf69a5fd","Trojan:Win32/Znyonm","11cd4b64dcac3195c01ffc937ae1eb77aa2f98d560a75347036d54a1cf69a5fd.exe","2023-09-21"
"Windows API","KERNEL32.dll!GetConsoleCP","11cd4b64dcac3195c01ffc937ae1eb77aa2f98d560a75347036d54a1cf69a5fd","Trojan:Win32/Znyonm","11cd4b64dcac3195c01ffc937ae1eb77aa2f98d560a75347036d54a1cf69a5fd.exe","2023-09-21"
"Windows API","KERNEL32.dll!GetConsoleMode","11cd4b64dcac3195c01ffc937ae1eb77aa2f98d560a75347036d54a1cf69a5fd","Trojan:Win32/Znyonm","11cd4b64dcac3195c01ffc937ae1eb77aa2f98d560a75347036d54a1cf69a5fd.exe","2023-09-21"
"Windows API","KERNEL32.dll!GetCPInfo","11cd4b64dcac3195c01ffc937ae1eb77aa2f98d560a75347036d54a1cf69a5fd","Trojan:Win32/Znyonm","11cd4b64dcac3195c01ffc937ae1eb77aa2f98d560a75347036d54a1cf69a5fd.exe","2023-09-21"
"Windows API","KERNEL32.dll!GetCurrentProcess","11cd4b64dcac3195c01ffc937ae1eb77aa2f98d560a75347036d54a1cf69a5fd","Trojan:Win32/Znyonm","11cd4b64dcac3195c01ffc937ae1eb77aa2f98d560a75347036d54a1cf69a5fd.exe","2023-09-21"
"Windows API","KERNEL32.dll!GetCurrentProcess","89f250599e09f8631040e73cd9ea5e515d87e3d1d989f484686893becec1a9bc","Trojan:Win32/Znyonm","89f250599e09f8631040e73cd9ea5e515d87e3d1d989f484686893becec1a9bc.exe","2023-09-21"
"Windows API","KERNEL32.dll!GetCurrentProcessId","89f250599e09f8631040e73cd9ea5e515d87e3d1d989f484686893becec1a9bc","Trojan:Win32/Znyonm","89f250599e09f8631040e73cd9ea5e515d87e3d1d989f484686893becec1a9bc.exe","2023-09-21"
"Windows API","KERNEL32.dll!GetCurrentProcessId","11cd4b64dcac3195c01ffc937ae1eb77aa2f98d560a75347036d54a1cf69a5fd","Trojan:Win32/Znyonm","11cd4b64dcac3195c01ffc937ae1eb77aa2f98d560a75347036d54a1cf69a5fd.exe","2023-09-21"
"Windows API","KERNEL32.dll!GetCurrentThreadId","89f250599e09f8631040e73cd9ea5e515d87e3d1d989f484686893becec1a9bc","Trojan:Win32/Znyonm","89f250599e09f8631040e73cd9ea5e515d87e3d1d989f484686893becec1a9bc.exe","2023-09-21"
"Windows API","KERNEL32.dll!GetCurrentThreadId","11cd4b64dcac3195c01ffc937ae1eb77aa2f98d560a75347036d54a1cf69a5fd","Trojan:Win32/Znyonm","11cd4b64dcac3195c01ffc937ae1eb77aa2f98d560a75347036d54a1cf69a5fd.exe","2023-09-21"
"Windows API","KERNEL32.dll!GetEnvironmentStringsW","11cd4b64dcac3195c01ffc937ae1eb77aa2f98d560a75347036d54a1cf69a5fd","Trojan:Win32/Znyonm","11cd4b64dcac3195c01ffc937ae1eb77aa2f98d560a75347036d54a1cf69a5fd.exe","2023-09-21"
"Windows API","KERNEL32.dll!GetFileType","11cd4b64dcac3195c01ffc937ae1eb77aa2f98d560a75347036d54a1cf69a5fd","Trojan:Win32/Znyonm","11cd4b64dcac3195c01ffc937ae1eb77aa2f98d560a75347036d54a1cf69a5fd.exe","2023-09-21"
"Windows API","KERNEL32.dll!GetLastError","11cd4b64dcac3195c01ffc937ae1eb77aa2f98d560a75347036d54a1cf69a5fd","Trojan:Win32/Znyonm","11cd4b64dcac3195c01ffc937ae1eb77aa2f98d560a75347036d54a1cf69a5fd.exe","2023-09-21"
"Windows API","KERNEL32.dll!GetLastError","0ea0b19c562d20c6ac89a1f2db06eedcb147cde2281e79bb0497cef62094b514","Trojan:Win32/Znyonm","MySnake.EXE","2023-09-21"
"Windows API","KERNEL32.dll!GetModuleFileNameA","11cd4b64dcac3195c01ffc937ae1eb77aa2f98d560a75347036d54a1cf69a5fd","Trojan:Win32/Znyonm","11cd4b64dcac3195c01ffc937ae1eb77aa2f98d560a75347036d54a1cf69a5fd.exe","2023-09-21"
"Windows API","KERNEL32.dll!GetModuleFileNameW","01e5ebc2c096d465800660a0ad6d62208a5b2b675e3700f3734fac225b1d38bd","Trojan:Win32/Brosin.A!dha","01e5ebc2c096d465800660a0ad6d62208a5b2b675e3700f3734fac225b1d38bd.exe","2023-09-21"
"Windows API","KERNEL32.dll!GetModuleHandleA","11cd4b64dcac3195c01ffc937ae1eb77aa2f98d560a75347036d54a1cf69a5fd","Trojan:Win32/Znyonm","11cd4b64dcac3195c01ffc937ae1eb77aa2f98d560a75347036d54a1cf69a5fd.exe","2023-09-21"
"Windows API","KERNEL32.dll!GetModuleHandleA","01e5ebc2c096d465800660a0ad6d62208a5b2b675e3700f3734fac225b1d38bd","Trojan:Win32/Brosin.A!dha","01e5ebc2c096d465800660a0ad6d62208a5b2b675e3700f3734fac225b1d38bd.exe","2023-09-21"
"Windows API","KERNEL32.dll!GetModuleHandleA","89f250599e09f8631040e73cd9ea5e515d87e3d1d989f484686893becec1a9bc","Trojan:Win32/Znyonm","89f250599e09f8631040e73cd9ea5e515d87e3d1d989f484686893becec1a9bc.exe","2023-09-21"
"Windows API","KERNEL32.dll!GetModuleHandleExW","11cd4b64dcac3195c01ffc937ae1eb77aa2f98d560a75347036d54a1cf69a5fd","Trojan:Win32/Znyonm","11cd4b64dcac3195c01ffc937ae1eb77aa2f98d560a75347036d54a1cf69a5fd.exe","2023-09-21"
"Windows API","KERNEL32.dll!GetModuleHandleW","11cd4b64dcac3195c01ffc937ae1eb77aa2f98d560a75347036d54a1cf69a5fd","Trojan:Win32/Znyonm","11cd4b64dcac3195c01ffc937ae1eb77aa2f98d560a75347036d54a1cf69a5fd.exe","2023-09-21"
"Windows API","KERNEL32.dll!GetModuleHandleW","89f250599e09f8631040e73cd9ea5e515d87e3d1d989f484686893becec1a9bc","Trojan:Win32/Znyonm","89f250599e09f8631040e73cd9ea5e515d87e3d1d989f484686893becec1a9bc.exe","2023-09-21"
"Windows API","KERNEL32.dll!GetModuleHandleW","0ea0b19c562d20c6ac89a1f2db06eedcb147cde2281e79bb0497cef62094b514","Trojan:Win32/Znyonm","MySnake.EXE","2023-09-21"
"Windows API","KERNEL32.dll!GetOEMCP","11cd4b64dcac3195c01ffc937ae1eb77aa2f98d560a75347036d54a1cf69a5fd","Trojan:Win32/Znyonm","11cd4b64dcac3195c01ffc937ae1eb77aa2f98d560a75347036d54a1cf69a5fd.exe","2023-09-21"
"Windows API","KERNEL32.dll!GetOEMCP","0ea0b19c562d20c6ac89a1f2db06eedcb147cde2281e79bb0497cef62094b514","Trojan:Win32/Znyonm","MySnake.EXE","2023-09-21"
"Windows API","KERNEL32.dll!GetProcAddress","89f250599e09f8631040e73cd9ea5e515d87e3d1d989f484686893becec1a9bc","Trojan:Win32/Znyonm","89f250599e09f8631040e73cd9ea5e515d87e3d1d989f484686893becec1a9bc.exe","2023-09-21"
"Windows API","KERNEL32.dll!GetProcAddress","11cd4b64dcac3195c01ffc937ae1eb77aa2f98d560a75347036d54a1cf69a5fd","Trojan:Win32/Znyonm","11cd4b64dcac3195c01ffc937ae1eb77aa2f98d560a75347036d54a1cf69a5fd.exe","2023-09-21"
"Windows API","KERNEL32.dll!GetProcAddress","01e5ebc2c096d465800660a0ad6d62208a5b2b675e3700f3734fac225b1d38bd","Trojan:Win32/Brosin.A!dha","01e5ebc2c096d465800660a0ad6d62208a5b2b675e3700f3734fac225b1d38bd.exe","2023-09-21"
"Windows API","KERNEL32.dll!GetProcAddress","a88ca28b0948e810d4eb519db7b72a40cfe7907ce4c6a881a192880278f3c8b5","Trojan:Win32/Znyonm","msfltr32.exe","2023-09-21"
"Windows API","KERNEL32.dll!GetProcessAffinityMask","01e5ebc2c096d465800660a0ad6d62208a5b2b675e3700f3734fac225b1d38bd","Trojan:Win32/Brosin.A!dha","01e5ebc2c096d465800660a0ad6d62208a5b2b675e3700f3734fac225b1d38bd.exe","2023-09-21"
"Windows API","KERNEL32.dll!GetProcessHeap","11cd4b64dcac3195c01ffc937ae1eb77aa2f98d560a75347036d54a1cf69a5fd","Trojan:Win32/Znyonm","11cd4b64dcac3195c01ffc937ae1eb77aa2f98d560a75347036d54a1cf69a5fd.exe","2023-09-21"
"Windows API","KERNEL32.dll!GetStartupInfoW","0ea0b19c562d20c6ac89a1f2db06eedcb147cde2281e79bb0497cef62094b514","Trojan:Win32/Znyonm","MySnake.EXE","2023-09-21"
"Windows API","KERNEL32.dll!GetStartupInfoW","11cd4b64dcac3195c01ffc937ae1eb77aa2f98d560a75347036d54a1cf69a5fd","Trojan:Win32/Znyonm","11cd4b64dcac3195c01ffc937ae1eb77aa2f98d560a75347036d54a1cf69a5fd.exe","2023-09-21"
"Windows API","KERNEL32.dll!GetStdHandle","11cd4b64dcac3195c01ffc937ae1eb77aa2f98d560a75347036d54a1cf69a5fd","Trojan:Win32/Znyonm","11cd4b64dcac3195c01ffc937ae1eb77aa2f98d560a75347036d54a1cf69a5fd.exe","2023-09-21"
"Windows API","KERNEL32.dll!GetStringTypeW","11cd4b64dcac3195c01ffc937ae1eb77aa2f98d560a75347036d54a1cf69a5fd","Trojan:Win32/Znyonm","11cd4b64dcac3195c01ffc937ae1eb77aa2f98d560a75347036d54a1cf69a5fd.exe","2023-09-21"
"Windows API","KERNEL32.dll!GetSystemDirectoryW","0ea0b19c562d20c6ac89a1f2db06eedcb147cde2281e79bb0497cef62094b514","Trojan:Win32/Znyonm","MySnake.EXE","2023-09-21"
"Windows API","KERNEL32.dll!GetSystemTimeAsFileTime","89f250599e09f8631040e73cd9ea5e515d87e3d1d989f484686893becec1a9bc","Trojan:Win32/Znyonm","89f250599e09f8631040e73cd9ea5e515d87e3d1d989f484686893becec1a9bc.exe","2023-09-21"
"Windows API","KERNEL32.dll!GetSystemTimeAsFileTime","11cd4b64dcac3195c01ffc937ae1eb77aa2f98d560a75347036d54a1cf69a5fd","Trojan:Win32/Znyonm","11cd4b64dcac3195c01ffc937ae1eb77aa2f98d560a75347036d54a1cf69a5fd.exe","2023-09-21"
"Windows API","KERNEL32.dll!GetTickCount","0ea0b19c562d20c6ac89a1f2db06eedcb147cde2281e79bb0497cef62094b514","Trojan:Win32/Znyonm","MySnake.EXE","2023-09-21"
"Windows API","KERNEL32.dll!GetVersion","01e5ebc2c096d465800660a0ad6d62208a5b2b675e3700f3734fac225b1d38bd","Trojan:Win32/Brosin.A!dha","01e5ebc2c096d465800660a0ad6d62208a5b2b675e3700f3734fac225b1d38bd.exe","2023-09-21"
"Windows API","KERNEL32.dll!GetVersionExW","01e5ebc2c096d465800660a0ad6d62208a5b2b675e3700f3734fac225b1d38bd","Trojan:Win32/Brosin.A!dha","01e5ebc2c096d465800660a0ad6d62208a5b2b675e3700f3734fac225b1d38bd.exe","2023-09-21"
"Windows API","KERNEL32.dll!GetVersionExW","0ea0b19c562d20c6ac89a1f2db06eedcb147cde2281e79bb0497cef62094b514","Trojan:Win32/Znyonm","MySnake.EXE","2023-09-21"
"Windows API","KERNEL32.dll!HeapAlloc","11cd4b64dcac3195c01ffc937ae1eb77aa2f98d560a75347036d54a1cf69a5fd","Trojan:Win32/Znyonm","11cd4b64dcac3195c01ffc937ae1eb77aa2f98d560a75347036d54a1cf69a5fd.exe","2023-09-21"
"Windows API","KERNEL32.dll!HeapFree","11cd4b64dcac3195c01ffc937ae1eb77aa2f98d560a75347036d54a1cf69a5fd","Trojan:Win32/Znyonm","11cd4b64dcac3195c01ffc937ae1eb77aa2f98d560a75347036d54a1cf69a5fd.exe","2023-09-21"
"Windows API","KERNEL32.dll!HeapReAlloc","11cd4b64dcac3195c01ffc937ae1eb77aa2f98d560a75347036d54a1cf69a5fd","Trojan:Win32/Znyonm","11cd4b64dcac3195c01ffc937ae1eb77aa2f98d560a75347036d54a1cf69a5fd.exe","2023-09-21"
"Windows API","KERNEL32.dll!HeapSize","11cd4b64dcac3195c01ffc937ae1eb77aa2f98d560a75347036d54a1cf69a5fd","Trojan:Win32/Znyonm","11cd4b64dcac3195c01ffc937ae1eb77aa2f98d560a75347036d54a1cf69a5fd.exe","2023-09-21"
"Windows API","KERNEL32.dll!InitializeCriticalSectionAndSpinCount","11cd4b64dcac3195c01ffc937ae1eb77aa2f98d560a75347036d54a1cf69a5fd","Trojan:Win32/Znyonm","11cd4b64dcac3195c01ffc937ae1eb77aa2f98d560a75347036d54a1cf69a5fd.exe","2023-09-21"
"Windows API","KERNEL32.dll!InitializeSListHead","11cd4b64dcac3195c01ffc937ae1eb77aa2f98d560a75347036d54a1cf69a5fd","Trojan:Win32/Znyonm","11cd4b64dcac3195c01ffc937ae1eb77aa2f98d560a75347036d54a1cf69a5fd.exe","2023-09-21"
"Windows API","KERNEL32.dll!InitializeSListHead","89f250599e09f8631040e73cd9ea5e515d87e3d1d989f484686893becec1a9bc","Trojan:Win32/Znyonm","89f250599e09f8631040e73cd9ea5e515d87e3d1d989f484686893becec1a9bc.exe","2023-09-21"
"Windows API","KERNEL32.dll!IsDebuggerPresent","11cd4b64dcac3195c01ffc937ae1eb77aa2f98d560a75347036d54a1cf69a5fd","Trojan:Win32/Znyonm","11cd4b64dcac3195c01ffc937ae1eb77aa2f98d560a75347036d54a1cf69a5fd.exe","2023-09-21"
"Windows API","KERNEL32.dll!IsDebuggerPresent","89f250599e09f8631040e73cd9ea5e515d87e3d1d989f484686893becec1a9bc","Trojan:Win32/Znyonm","89f250599e09f8631040e73cd9ea5e515d87e3d1d989f484686893becec1a9bc.exe","2023-09-21"
"Windows API","KERNEL32.dll!IsProcessorFeaturePresent","89f250599e09f8631040e73cd9ea5e515d87e3d1d989f484686893becec1a9bc","Trojan:Win32/Znyonm","89f250599e09f8631040e73cd9ea5e515d87e3d1d989f484686893becec1a9bc.exe","2023-09-21"
"Windows API","KERNEL32.dll!IsProcessorFeaturePresent","11cd4b64dcac3195c01ffc937ae1eb77aa2f98d560a75347036d54a1cf69a5fd","Trojan:Win32/Znyonm","11cd4b64dcac3195c01ffc937ae1eb77aa2f98d560a75347036d54a1cf69a5fd.exe","2023-09-21"
"Windows API","KERNEL32.dll!IsValidCodePage","11cd4b64dcac3195c01ffc937ae1eb77aa2f98d560a75347036d54a1cf69a5fd","Trojan:Win32/Znyonm","11cd4b64dcac3195c01ffc937ae1eb77aa2f98d560a75347036d54a1cf69a5fd.exe","2023-09-21"
"Windows API","KERNEL32.dll!LCMapStringW","11cd4b64dcac3195c01ffc937ae1eb77aa2f98d560a75347036d54a1cf69a5fd","Trojan:Win32/Znyonm","11cd4b64dcac3195c01ffc937ae1eb77aa2f98d560a75347036d54a1cf69a5fd.exe","2023-09-21"
"Windows API","KERNEL32.dll!LeaveCriticalSection","11cd4b64dcac3195c01ffc937ae1eb77aa2f98d560a75347036d54a1cf69a5fd","Trojan:Win32/Znyonm","11cd4b64dcac3195c01ffc937ae1eb77aa2f98d560a75347036d54a1cf69a5fd.exe","2023-09-21"
"Windows API","KERNEL32.dll!LoadLibraryA","11cd4b64dcac3195c01ffc937ae1eb77aa2f98d560a75347036d54a1cf69a5fd","Trojan:Win32/Znyonm","11cd4b64dcac3195c01ffc937ae1eb77aa2f98d560a75347036d54a1cf69a5fd.exe","2023-09-21"
"Windows API","KERNEL32.dll!LoadLibraryA","89f250599e09f8631040e73cd9ea5e515d87e3d1d989f484686893becec1a9bc","Trojan:Win32/Znyonm","89f250599e09f8631040e73cd9ea5e515d87e3d1d989f484686893becec1a9bc.exe","2023-09-21"
"Windows API","KERNEL32.dll!LoadLibraryA","a88ca28b0948e810d4eb519db7b72a40cfe7907ce4c6a881a192880278f3c8b5","Trojan:Win32/Znyonm","msfltr32.exe","2023-09-21"
"Windows API","KERNEL32.dll!LoadLibraryA","01e5ebc2c096d465800660a0ad6d62208a5b2b675e3700f3734fac225b1d38bd","Trojan:Win32/Brosin.A!dha","01e5ebc2c096d465800660a0ad6d62208a5b2b675e3700f3734fac225b1d38bd.exe","2023-09-21"
"Windows API","KERNEL32.dll!LoadLibraryExW","11cd4b64dcac3195c01ffc937ae1eb77aa2f98d560a75347036d54a1cf69a5fd","Trojan:Win32/Znyonm","11cd4b64dcac3195c01ffc937ae1eb77aa2f98d560a75347036d54a1cf69a5fd.exe","2023-09-21"
"Windows API","KERNEL32.dll!LocalAlloc","01e5ebc2c096d465800660a0ad6d62208a5b2b675e3700f3734fac225b1d38bd","Trojan:Win32/Brosin.A!dha","01e5ebc2c096d465800660a0ad6d62208a5b2b675e3700f3734fac225b1d38bd.exe","2023-09-21"
"Windows API","KERNEL32.dll!LocalFree","01e5ebc2c096d465800660a0ad6d62208a5b2b675e3700f3734fac225b1d38bd","Trojan:Win32/Brosin.A!dha","01e5ebc2c096d465800660a0ad6d62208a5b2b675e3700f3734fac225b1d38bd.exe","2023-09-21"
"Windows API","KERNEL32.dll!MoveFileExA","0ea0b19c562d20c6ac89a1f2db06eedcb147cde2281e79bb0497cef62094b514","Trojan:Win32/Znyonm","MySnake.EXE","2023-09-21"
"Windows API","KERNEL32.dll!MultiByteToWideChar","0ea0b19c562d20c6ac89a1f2db06eedcb147cde2281e79bb0497cef62094b514","Trojan:Win32/Znyonm","MySnake.EXE","2023-09-21"
"Windows API","KERNEL32.dll!MultiByteToWideChar","11cd4b64dcac3195c01ffc937ae1eb77aa2f98d560a75347036d54a1cf69a5fd","Trojan:Win32/Znyonm","11cd4b64dcac3195c01ffc937ae1eb77aa2f98d560a75347036d54a1cf69a5fd.exe","2023-09-21"
"Windows API","KERNEL32.dll!PeekNamedPipe","0ea0b19c562d20c6ac89a1f2db06eedcb147cde2281e79bb0497cef62094b514","Trojan:Win32/Znyonm","MySnake.EXE","2023-09-21"
"Windows API","KERNEL32.dll!Process32FirstW","0ea0b19c562d20c6ac89a1f2db06eedcb147cde2281e79bb0497cef62094b514","Trojan:Win32/Znyonm","MySnake.EXE","2023-09-21"
"Windows API","KERNEL32.dll!Process32NextW","0ea0b19c562d20c6ac89a1f2db06eedcb147cde2281e79bb0497cef62094b514","Trojan:Win32/Znyonm","MySnake.EXE","2023-09-21"
"Windows API","KERNEL32.dll!QueryPerformanceCounter","89f250599e09f8631040e73cd9ea5e515d87e3d1d989f484686893becec1a9bc","Trojan:Win32/Znyonm","89f250599e09f8631040e73cd9ea5e515d87e3d1d989f484686893becec1a9bc.exe","2023-09-21"
"Windows API","KERNEL32.dll!QueryPerformanceCounter","11cd4b64dcac3195c01ffc937ae1eb77aa2f98d560a75347036d54a1cf69a5fd","Trojan:Win32/Znyonm","11cd4b64dcac3195c01ffc937ae1eb77aa2f98d560a75347036d54a1cf69a5fd.exe","2023-09-21"
"Windows API","KERNEL32.dll!RaiseException","11cd4b64dcac3195c01ffc937ae1eb77aa2f98d560a75347036d54a1cf69a5fd","Trojan:Win32/Znyonm","11cd4b64dcac3195c01ffc937ae1eb77aa2f98d560a75347036d54a1cf69a5fd.exe","2023-09-21"
"Windows API","KERNEL32.dll!ReadFile","0ea0b19c562d20c6ac89a1f2db06eedcb147cde2281e79bb0497cef62094b514","Trojan:Win32/Znyonm","MySnake.EXE","2023-09-21"
"Windows API","KERNEL32.dll!RtlUnwind","11cd4b64dcac3195c01ffc937ae1eb77aa2f98d560a75347036d54a1cf69a5fd","Trojan:Win32/Znyonm","11cd4b64dcac3195c01ffc937ae1eb77aa2f98d560a75347036d54a1cf69a5fd.exe","2023-09-21"
"Windows API","KERNEL32.dll!SetEnvironmentVariableA","11cd4b64dcac3195c01ffc937ae1eb77aa2f98d560a75347036d54a1cf69a5fd","Trojan:Win32/Znyonm","11cd4b64dcac3195c01ffc937ae1eb77aa2f98d560a75347036d54a1cf69a5fd.exe","2023-09-21"
