"Indicator_Type","Unique_Item","File_Hash","Malware_Family","Meaningful_Name","Last_Observation_Date"
"Windows API","KERNEL32.dll!SetFilePointerEx","11cd4b64dcac3195c01ffc937ae1eb77aa2f98d560a75347036d54a1cf69a5fd","Trojan:Win32/Znyonm","11cd4b64dcac3195c01ffc937ae1eb77aa2f98d560a75347036d54a1cf69a5fd.exe","2023-09-21"
"Windows API","KERNEL32.dll!SetLastError","11cd4b64dcac3195c01ffc937ae1eb77aa2f98d560a75347036d54a1cf69a5fd","Trojan:Win32/Znyonm","11cd4b64dcac3195c01ffc937ae1eb77aa2f98d560a75347036d54a1cf69a5fd.exe","2023-09-21"
"Windows API","KERNEL32.dll!SetProcessAffinityMask","01e5ebc2c096d465800660a0ad6d62208a5b2b675e3700f3734fac225b1d38bd","Trojan:Win32/Brosin.A!dha","01e5ebc2c096d465800660a0ad6d62208a5b2b675e3700f3734fac225b1d38bd.exe","2023-09-21"
"Windows API","KERNEL32.dll!SetStdHandle","11cd4b64dcac3195c01ffc937ae1eb77aa2f98d560a75347036d54a1cf69a5fd","Trojan:Win32/Znyonm","11cd4b64dcac3195c01ffc937ae1eb77aa2f98d560a75347036d54a1cf69a5fd.exe","2023-09-21"
"Windows API","KERNEL32.dll!SetThreadAffinityMask","01e5ebc2c096d465800660a0ad6d62208a5b2b675e3700f3734fac225b1d38bd","Trojan:Win32/Brosin.A!dha","01e5ebc2c096d465800660a0ad6d62208a5b2b675e3700f3734fac225b1d38bd.exe","2023-09-21"
"Windows API","KERNEL32.dll!SetUnhandledExceptionFilter","89f250599e09f8631040e73cd9ea5e515d87e3d1d989f484686893becec1a9bc","Trojan:Win32/Znyonm","89f250599e09f8631040e73cd9ea5e515d87e3d1d989f484686893becec1a9bc.exe","2023-09-21"
"Windows API","KERNEL32.dll!SetUnhandledExceptionFilter","11cd4b64dcac3195c01ffc937ae1eb77aa2f98d560a75347036d54a1cf69a5fd","Trojan:Win32/Znyonm","11cd4b64dcac3195c01ffc937ae1eb77aa2f98d560a75347036d54a1cf69a5fd.exe","2023-09-21"
"Windows API","KERNEL32.dll!Sleep","0ea0b19c562d20c6ac89a1f2db06eedcb147cde2281e79bb0497cef62094b514","Trojan:Win32/Znyonm","MySnake.EXE","2023-09-21"
"Windows API","KERNEL32.dll!Sleep","01e5ebc2c096d465800660a0ad6d62208a5b2b675e3700f3734fac225b1d38bd","Trojan:Win32/Brosin.A!dha","01e5ebc2c096d465800660a0ad6d62208a5b2b675e3700f3734fac225b1d38bd.exe","2023-09-21"
"Windows API","KERNEL32.dll!TerminateProcess","11cd4b64dcac3195c01ffc937ae1eb77aa2f98d560a75347036d54a1cf69a5fd","Trojan:Win32/Znyonm","11cd4b64dcac3195c01ffc937ae1eb77aa2f98d560a75347036d54a1cf69a5fd.exe","2023-09-21"
"Windows API","KERNEL32.dll!TerminateProcess","89f250599e09f8631040e73cd9ea5e515d87e3d1d989f484686893becec1a9bc","Trojan:Win32/Znyonm","89f250599e09f8631040e73cd9ea5e515d87e3d1d989f484686893becec1a9bc.exe","2023-09-21"
"Windows API","KERNEL32.dll!TlsAlloc","11cd4b64dcac3195c01ffc937ae1eb77aa2f98d560a75347036d54a1cf69a5fd","Trojan:Win32/Znyonm","11cd4b64dcac3195c01ffc937ae1eb77aa2f98d560a75347036d54a1cf69a5fd.exe","2023-09-21"
"Windows API","KERNEL32.dll!TlsFree","11cd4b64dcac3195c01ffc937ae1eb77aa2f98d560a75347036d54a1cf69a5fd","Trojan:Win32/Znyonm","11cd4b64dcac3195c01ffc937ae1eb77aa2f98d560a75347036d54a1cf69a5fd.exe","2023-09-21"
"Windows API","KERNEL32.dll!TlsGetValue","11cd4b64dcac3195c01ffc937ae1eb77aa2f98d560a75347036d54a1cf69a5fd","Trojan:Win32/Znyonm","11cd4b64dcac3195c01ffc937ae1eb77aa2f98d560a75347036d54a1cf69a5fd.exe","2023-09-21"
"Windows API","KERNEL32.dll!TlsSetValue","11cd4b64dcac3195c01ffc937ae1eb77aa2f98d560a75347036d54a1cf69a5fd","Trojan:Win32/Znyonm","11cd4b64dcac3195c01ffc937ae1eb77aa2f98d560a75347036d54a1cf69a5fd.exe","2023-09-21"
"Windows API","KERNEL32.dll!UnhandledExceptionFilter","11cd4b64dcac3195c01ffc937ae1eb77aa2f98d560a75347036d54a1cf69a5fd","Trojan:Win32/Znyonm","11cd4b64dcac3195c01ffc937ae1eb77aa2f98d560a75347036d54a1cf69a5fd.exe","2023-09-21"
"Windows API","KERNEL32.dll!UnhandledExceptionFilter","89f250599e09f8631040e73cd9ea5e515d87e3d1d989f484686893becec1a9bc","Trojan:Win32/Znyonm","89f250599e09f8631040e73cd9ea5e515d87e3d1d989f484686893becec1a9bc.exe","2023-09-21"
"Windows API","KERNEL32.dll!VirtualAlloc","89f250599e09f8631040e73cd9ea5e515d87e3d1d989f484686893becec1a9bc","Trojan:Win32/Znyonm","89f250599e09f8631040e73cd9ea5e515d87e3d1d989f484686893becec1a9bc.exe","2023-09-21"
"Windows API","KERNEL32.dll!VirtualAlloc","a88ca28b0948e810d4eb519db7b72a40cfe7907ce4c6a881a192880278f3c8b5","Trojan:Win32/Znyonm","msfltr32.exe","2023-09-21"
"Windows API","KERNEL32.dll!VirtualAlloc","11cd4b64dcac3195c01ffc937ae1eb77aa2f98d560a75347036d54a1cf69a5fd","Trojan:Win32/Znyonm","11cd4b64dcac3195c01ffc937ae1eb77aa2f98d560a75347036d54a1cf69a5fd.exe","2023-09-21"
"Windows API","KERNEL32.DLL!VirtualFree","a88ca28b0948e810d4eb519db7b72a40cfe7907ce4c6a881a192880278f3c8b5","Trojan:Win32/Znyonm","msfltr32.exe","2023-09-21"
"Windows API","KERNEL32.dll!VirtualProtect","11cd4b64dcac3195c01ffc937ae1eb77aa2f98d560a75347036d54a1cf69a5fd","Trojan:Win32/Znyonm","11cd4b64dcac3195c01ffc937ae1eb77aa2f98d560a75347036d54a1cf69a5fd.exe","2023-09-21"
"Windows API","KERNEL32.dll!VirtualProtect","89f250599e09f8631040e73cd9ea5e515d87e3d1d989f484686893becec1a9bc","Trojan:Win32/Znyonm","89f250599e09f8631040e73cd9ea5e515d87e3d1d989f484686893becec1a9bc.exe","2023-09-21"
"Windows API","KERNEL32.dll!VirtualProtect","a88ca28b0948e810d4eb519db7b72a40cfe7907ce4c6a881a192880278f3c8b5","Trojan:Win32/Znyonm","msfltr32.exe","2023-09-21"
"Windows API","KERNEL32.dll!VirtualQuery","11cd4b64dcac3195c01ffc937ae1eb77aa2f98d560a75347036d54a1cf69a5fd","Trojan:Win32/Znyonm","11cd4b64dcac3195c01ffc937ae1eb77aa2f98d560a75347036d54a1cf69a5fd.exe","2023-09-21"
"Windows API","KERNEL32.dll!VirtualQuery","01e5ebc2c096d465800660a0ad6d62208a5b2b675e3700f3734fac225b1d38bd","Trojan:Win32/Brosin.A!dha","01e5ebc2c096d465800660a0ad6d62208a5b2b675e3700f3734fac225b1d38bd.exe","2023-09-21"
"Windows API","KERNEL32.dll!WideCharToMultiByte","11cd4b64dcac3195c01ffc937ae1eb77aa2f98d560a75347036d54a1cf69a5fd","Trojan:Win32/Znyonm","11cd4b64dcac3195c01ffc937ae1eb77aa2f98d560a75347036d54a1cf69a5fd.exe","2023-09-21"
"Windows API","KERNEL32.dll!WriteConsoleW","11cd4b64dcac3195c01ffc937ae1eb77aa2f98d560a75347036d54a1cf69a5fd","Trojan:Win32/Znyonm","11cd4b64dcac3195c01ffc937ae1eb77aa2f98d560a75347036d54a1cf69a5fd.exe","2023-09-21"
"Windows API","KERNEL32.dll!WriteFile","0ea0b19c562d20c6ac89a1f2db06eedcb147cde2281e79bb0497cef62094b514","Trojan:Win32/Znyonm","MySnake.EXE","2023-09-21"
"Windows API","KERNEL32.dll!WriteFile","11cd4b64dcac3195c01ffc937ae1eb77aa2f98d560a75347036d54a1cf69a5fd","Trojan:Win32/Znyonm","11cd4b64dcac3195c01ffc937ae1eb77aa2f98d560a75347036d54a1cf69a5fd.exe","2023-09-21"
"Windows API","MFC42u.DLL!Ord(1089)","0ea0b19c562d20c6ac89a1f2db06eedcb147cde2281e79bb0497cef62094b514","Trojan:Win32/Znyonm","MySnake.EXE","2023-09-21"
"Windows API","MFC42u.DLL!Ord(1131)","0ea0b19c562d20c6ac89a1f2db06eedcb147cde2281e79bb0497cef62094b514","Trojan:Win32/Znyonm","MySnake.EXE","2023-09-21"
"Windows API","MFC42u.DLL!Ord(1143)","0ea0b19c562d20c6ac89a1f2db06eedcb147cde2281e79bb0497cef62094b514","Trojan:Win32/Znyonm","MySnake.EXE","2023-09-21"
"Windows API","MFC42u.DLL!Ord(1165)","0ea0b19c562d20c6ac89a1f2db06eedcb147cde2281e79bb0497cef62094b514","Trojan:Win32/Znyonm","MySnake.EXE","2023-09-21"
"Windows API","MFC42u.DLL!Ord(1569)","0ea0b19c562d20c6ac89a1f2db06eedcb147cde2281e79bb0497cef62094b514","Trojan:Win32/Znyonm","MySnake.EXE","2023-09-21"
"Windows API","MFC42u.DLL!Ord(1634)","0ea0b19c562d20c6ac89a1f2db06eedcb147cde2281e79bb0497cef62094b514","Trojan:Win32/Znyonm","MySnake.EXE","2023-09-21"
"Windows API","MFC42u.DLL!Ord(1720)","0ea0b19c562d20c6ac89a1f2db06eedcb147cde2281e79bb0497cef62094b514","Trojan:Win32/Znyonm","MySnake.EXE","2023-09-21"
"Windows API","MFC42u.DLL!Ord(1767)","0ea0b19c562d20c6ac89a1f2db06eedcb147cde2281e79bb0497cef62094b514","Trojan:Win32/Znyonm","MySnake.EXE","2023-09-21"
"Windows API","MFC42u.DLL!Ord(1768)","0ea0b19c562d20c6ac89a1f2db06eedcb147cde2281e79bb0497cef62094b514","Trojan:Win32/Znyonm","MySnake.EXE","2023-09-21"
"Windows API","MFC42u.DLL!Ord(2047)","0ea0b19c562d20c6ac89a1f2db06eedcb147cde2281e79bb0497cef62094b514","Trojan:Win32/Znyonm","MySnake.EXE","2023-09-21"
"Windows API","MFC42u.DLL!Ord(2116)","0ea0b19c562d20c6ac89a1f2db06eedcb147cde2281e79bb0497cef62094b514","Trojan:Win32/Znyonm","MySnake.EXE","2023-09-21"
"Windows API","MFC42u.DLL!Ord(2371)","0ea0b19c562d20c6ac89a1f2db06eedcb147cde2281e79bb0497cef62094b514","Trojan:Win32/Znyonm","MySnake.EXE","2023-09-21"
"Windows API","MFC42u.DLL!Ord(2377)","0ea0b19c562d20c6ac89a1f2db06eedcb147cde2281e79bb0497cef62094b514","Trojan:Win32/Znyonm","MySnake.EXE","2023-09-21"
"Windows API","MFC42u.DLL!Ord(2388)","0ea0b19c562d20c6ac89a1f2db06eedcb147cde2281e79bb0497cef62094b514","Trojan:Win32/Znyonm","MySnake.EXE","2023-09-21"
"Windows API","MFC42u.DLL!Ord(2406)","0ea0b19c562d20c6ac89a1f2db06eedcb147cde2281e79bb0497cef62094b514","Trojan:Win32/Znyonm","MySnake.EXE","2023-09-21"
"Windows API","MFC42u.DLL!Ord(2438)","0ea0b19c562d20c6ac89a1f2db06eedcb147cde2281e79bb0497cef62094b514","Trojan:Win32/Znyonm","MySnake.EXE","2023-09-21"
"Windows API","MFC42u.DLL!Ord(2504)","0ea0b19c562d20c6ac89a1f2db06eedcb147cde2281e79bb0497cef62094b514","Trojan:Win32/Znyonm","MySnake.EXE","2023-09-21"
"Windows API","MFC42u.DLL!Ord(2506)","0ea0b19c562d20c6ac89a1f2db06eedcb147cde2281e79bb0497cef62094b514","Trojan:Win32/Znyonm","MySnake.EXE","2023-09-21"
"Windows API","MFC42u.DLL!Ord(2546)","0ea0b19c562d20c6ac89a1f2db06eedcb147cde2281e79bb0497cef62094b514","Trojan:Win32/Znyonm","MySnake.EXE","2023-09-21"
"Windows API","MFC42u.DLL!Ord(2613)","0ea0b19c562d20c6ac89a1f2db06eedcb147cde2281e79bb0497cef62094b514","Trojan:Win32/Znyonm","MySnake.EXE","2023-09-21"
"Windows API","MFC42u.DLL!Ord(2640)","0ea0b19c562d20c6ac89a1f2db06eedcb147cde2281e79bb0497cef62094b514","Trojan:Win32/Znyonm","MySnake.EXE","2023-09-21"
"Windows API","MFC42u.DLL!Ord(2717)","0ea0b19c562d20c6ac89a1f2db06eedcb147cde2281e79bb0497cef62094b514","Trojan:Win32/Znyonm","MySnake.EXE","2023-09-21"
"Windows API","MFC42u.DLL!Ord(2858)","0ea0b19c562d20c6ac89a1f2db06eedcb147cde2281e79bb0497cef62094b514","Trojan:Win32/Znyonm","MySnake.EXE","2023-09-21"
"Windows API","MFC42u.DLL!Ord(2971)","0ea0b19c562d20c6ac89a1f2db06eedcb147cde2281e79bb0497cef62094b514","Trojan:Win32/Znyonm","MySnake.EXE","2023-09-21"
"Windows API","MFC42u.DLL!Ord(2977)","0ea0b19c562d20c6ac89a1f2db06eedcb147cde2281e79bb0497cef62094b514","Trojan:Win32/Znyonm","MySnake.EXE","2023-09-21"
"Windows API","MFC42u.DLL!Ord(2980)","0ea0b19c562d20c6ac89a1f2db06eedcb147cde2281e79bb0497cef62094b514","Trojan:Win32/Znyonm","MySnake.EXE","2023-09-21"
"Windows API","MFC42u.DLL!Ord(3074)","0ea0b19c562d20c6ac89a1f2db06eedcb147cde2281e79bb0497cef62094b514","Trojan:Win32/Znyonm","MySnake.EXE","2023-09-21"
"Windows API","MFC42u.DLL!Ord(3076)","0ea0b19c562d20c6ac89a1f2db06eedcb147cde2281e79bb0497cef62094b514","Trojan:Win32/Znyonm","MySnake.EXE","2023-09-21"
"Windows API","MFC42u.DLL!Ord(3131)","0ea0b19c562d20c6ac89a1f2db06eedcb147cde2281e79bb0497cef62094b514","Trojan:Win32/Znyonm","MySnake.EXE","2023-09-21"
"Windows API","MFC42u.DLL!Ord(3142)","0ea0b19c562d20c6ac89a1f2db06eedcb147cde2281e79bb0497cef62094b514","Trojan:Win32/Znyonm","MySnake.EXE","2023-09-21"
"Windows API","MFC42u.DLL!Ord(324)","0ea0b19c562d20c6ac89a1f2db06eedcb147cde2281e79bb0497cef62094b514","Trojan:Win32/Znyonm","MySnake.EXE","2023-09-21"
"Windows API","MFC42u.DLL!Ord(3254)","0ea0b19c562d20c6ac89a1f2db06eedcb147cde2281e79bb0497cef62094b514","Trojan:Win32/Znyonm","MySnake.EXE","2023-09-21"
"Windows API","MFC42u.DLL!Ord(3257)","0ea0b19c562d20c6ac89a1f2db06eedcb147cde2281e79bb0497cef62094b514","Trojan:Win32/Znyonm","MySnake.EXE","2023-09-21"
"Windows API","MFC42u.DLL!Ord(3341)","0ea0b19c562d20c6ac89a1f2db06eedcb147cde2281e79bb0497cef62094b514","Trojan:Win32/Znyonm","MySnake.EXE","2023-09-21"
"Windows API","MFC42u.DLL!Ord(3397)","0ea0b19c562d20c6ac89a1f2db06eedcb147cde2281e79bb0497cef62094b514","Trojan:Win32/Znyonm","MySnake.EXE","2023-09-21"
"Windows API","MFC42u.DLL!Ord(3566)","0ea0b19c562d20c6ac89a1f2db06eedcb147cde2281e79bb0497cef62094b514","Trojan:Win32/Znyonm","MySnake.EXE","2023-09-21"
"Windows API","MFC42u.DLL!Ord(3592)","0ea0b19c562d20c6ac89a1f2db06eedcb147cde2281e79bb0497cef62094b514","Trojan:Win32/Znyonm","MySnake.EXE","2023-09-21"
"Windows API","MFC42u.DLL!Ord(3621)","0ea0b19c562d20c6ac89a1f2db06eedcb147cde2281e79bb0497cef62094b514","Trojan:Win32/Znyonm","MySnake.EXE","2023-09-21"
"Windows API","MFC42u.DLL!Ord(3658)","0ea0b19c562d20c6ac89a1f2db06eedcb147cde2281e79bb0497cef62094b514","Trojan:Win32/Znyonm","MySnake.EXE","2023-09-21"
"Windows API","MFC42u.DLL!Ord(3716)","0ea0b19c562d20c6ac89a1f2db06eedcb147cde2281e79bb0497cef62094b514","Trojan:Win32/Znyonm","MySnake.EXE","2023-09-21"
"Windows API","MFC42u.DLL!Ord(3733)","0ea0b19c562d20c6ac89a1f2db06eedcb147cde2281e79bb0497cef62094b514","Trojan:Win32/Znyonm","MySnake.EXE","2023-09-21"
"Windows API","MFC42u.DLL!Ord(3744)","0ea0b19c562d20c6ac89a1f2db06eedcb147cde2281e79bb0497cef62094b514","Trojan:Win32/Znyonm","MySnake.EXE","2023-09-21"
"Windows API","MFC42u.DLL!Ord(3793)","0ea0b19c562d20c6ac89a1f2db06eedcb147cde2281e79bb0497cef62094b514","Trojan:Win32/Znyonm","MySnake.EXE","2023-09-21"
"Windows API","MFC42u.DLL!Ord(3820)","0ea0b19c562d20c6ac89a1f2db06eedcb147cde2281e79bb0497cef62094b514","Trojan:Win32/Znyonm","MySnake.EXE","2023-09-21"
"Windows API","MFC42u.DLL!Ord(3820)","a88ca28b0948e810d4eb519db7b72a40cfe7907ce4c6a881a192880278f3c8b5","Trojan:Win32/Znyonm","msfltr32.exe","2023-09-21"
"Windows API","MFC42u.DLL!Ord(3825)","0ea0b19c562d20c6ac89a1f2db06eedcb147cde2281e79bb0497cef62094b514","Trojan:Win32/Znyonm","MySnake.EXE","2023-09-21"
"Windows API","MFC42u.DLL!Ord(3826)","0ea0b19c562d20c6ac89a1f2db06eedcb147cde2281e79bb0497cef62094b514","Trojan:Win32/Znyonm","MySnake.EXE","2023-09-21"
"Windows API","MFC42u.DLL!Ord(3917)","0ea0b19c562d20c6ac89a1f2db06eedcb147cde2281e79bb0497cef62094b514","Trojan:Win32/Znyonm","MySnake.EXE","2023-09-21"
"Windows API","MFC42u.DLL!Ord(4073)","0ea0b19c562d20c6ac89a1f2db06eedcb147cde2281e79bb0497cef62094b514","Trojan:Win32/Znyonm","MySnake.EXE","2023-09-21"
"Windows API","MFC42u.DLL!Ord(4074)","0ea0b19c562d20c6ac89a1f2db06eedcb147cde2281e79bb0497cef62094b514","Trojan:Win32/Znyonm","MySnake.EXE","2023-09-21"
"Windows API","MFC42u.DLL!Ord(4075)","0ea0b19c562d20c6ac89a1f2db06eedcb147cde2281e79bb0497cef62094b514","Trojan:Win32/Znyonm","MySnake.EXE","2023-09-21"
"Windows API","MFC42u.DLL!Ord(4155)","0ea0b19c562d20c6ac89a1f2db06eedcb147cde2281e79bb0497cef62094b514","Trojan:Win32/Znyonm","MySnake.EXE","2023-09-21"
"Windows API","MFC42u.DLL!Ord(4229)","0ea0b19c562d20c6ac89a1f2db06eedcb147cde2281e79bb0497cef62094b514","Trojan:Win32/Znyonm","MySnake.EXE","2023-09-21"
"Windows API","MFC42u.DLL!Ord(4269)","0ea0b19c562d20c6ac89a1f2db06eedcb147cde2281e79bb0497cef62094b514","Trojan:Win32/Znyonm","MySnake.EXE","2023-09-21"
"Windows API","MFC42u.DLL!Ord(4282)","0ea0b19c562d20c6ac89a1f2db06eedcb147cde2281e79bb0497cef62094b514","Trojan:Win32/Znyonm","MySnake.EXE","2023-09-21"
"Windows API","MFC42u.DLL!Ord(4347)","0ea0b19c562d20c6ac89a1f2db06eedcb147cde2281e79bb0497cef62094b514","Trojan:Win32/Znyonm","MySnake.EXE","2023-09-21"
"Windows API","MFC42u.DLL!Ord(4370)","0ea0b19c562d20c6ac89a1f2db06eedcb147cde2281e79bb0497cef62094b514","Trojan:Win32/Znyonm","MySnake.EXE","2023-09-21"
"Windows API","MFC42u.DLL!Ord(4401)","0ea0b19c562d20c6ac89a1f2db06eedcb147cde2281e79bb0497cef62094b514","Trojan:Win32/Znyonm","MySnake.EXE","2023-09-21"
"Windows API","MFC42u.DLL!Ord(4418)","0ea0b19c562d20c6ac89a1f2db06eedcb147cde2281e79bb0497cef62094b514","Trojan:Win32/Znyonm","MySnake.EXE","2023-09-21"
"Windows API","MFC42u.DLL!Ord(4419)","0ea0b19c562d20c6ac89a1f2db06eedcb147cde2281e79bb0497cef62094b514","Trojan:Win32/Znyonm","MySnake.EXE","2023-09-21"
"Windows API","MFC42u.DLL!Ord(4435)","0ea0b19c562d20c6ac89a1f2db06eedcb147cde2281e79bb0497cef62094b514","Trojan:Win32/Znyonm","MySnake.EXE","2023-09-21"
"Windows API","MFC42u.DLL!Ord(4459)","0ea0b19c562d20c6ac89a1f2db06eedcb147cde2281e79bb0497cef62094b514","Trojan:Win32/Znyonm","MySnake.EXE","2023-09-21"
"Windows API","MFC42u.DLL!Ord(4470)","0ea0b19c562d20c6ac89a1f2db06eedcb147cde2281e79bb0497cef62094b514","Trojan:Win32/Znyonm","MySnake.EXE","2023-09-21"
"Windows API","MFC42u.DLL!Ord(4480)","0ea0b19c562d20c6ac89a1f2db06eedcb147cde2281e79bb0497cef62094b514","Trojan:Win32/Znyonm","MySnake.EXE","2023-09-21"
"Windows API","MFC42u.DLL!Ord(4616)","0ea0b19c562d20c6ac89a1f2db06eedcb147cde2281e79bb0497cef62094b514","Trojan:Win32/Znyonm","MySnake.EXE","2023-09-21"
"Windows API","MFC42u.DLL!Ord(4621)","0ea0b19c562d20c6ac89a1f2db06eedcb147cde2281e79bb0497cef62094b514","Trojan:Win32/Znyonm","MySnake.EXE","2023-09-21"
"Windows API","MFC42u.DLL!Ord(4667)","0ea0b19c562d20c6ac89a1f2db06eedcb147cde2281e79bb0497cef62094b514","Trojan:Win32/Znyonm","MySnake.EXE","2023-09-21"
"Windows API","MFC42u.DLL!Ord(4692)","0ea0b19c562d20c6ac89a1f2db06eedcb147cde2281e79bb0497cef62094b514","Trojan:Win32/Znyonm","MySnake.EXE","2023-09-21"
"Windows API","MFC42u.DLL!Ord(470)","0ea0b19c562d20c6ac89a1f2db06eedcb147cde2281e79bb0497cef62094b514","Trojan:Win32/Znyonm","MySnake.EXE","2023-09-21"
"Windows API","MFC42u.DLL!Ord(4704)","0ea0b19c562d20c6ac89a1f2db06eedcb147cde2281e79bb0497cef62094b514","Trojan:Win32/Znyonm","MySnake.EXE","2023-09-21"
"Windows API","MFC42u.DLL!Ord(4831)","0ea0b19c562d20c6ac89a1f2db06eedcb147cde2281e79bb0497cef62094b514","Trojan:Win32/Znyonm","MySnake.EXE","2023-09-21"
"Windows API","MFC42u.DLL!Ord(4847)","0ea0b19c562d20c6ac89a1f2db06eedcb147cde2281e79bb0497cef62094b514","Trojan:Win32/Znyonm","MySnake.EXE","2023-09-21"
"Windows API","MFC42u.DLL!Ord(4992)","0ea0b19c562d20c6ac89a1f2db06eedcb147cde2281e79bb0497cef62094b514","Trojan:Win32/Znyonm","MySnake.EXE","2023-09-21"
"Windows API","MFC42u.DLL!Ord(5059)","0ea0b19c562d20c6ac89a1f2db06eedcb147cde2281e79bb0497cef62094b514","Trojan:Win32/Znyonm","MySnake.EXE","2023-09-21"
"Windows API","MFC42u.DLL!Ord(5157)","0ea0b19c562d20c6ac89a1f2db06eedcb147cde2281e79bb0497cef62094b514","Trojan:Win32/Znyonm","MySnake.EXE","2023-09-21"
"Windows API","MFC42u.DLL!Ord(5193)","0ea0b19c562d20c6ac89a1f2db06eedcb147cde2281e79bb0497cef62094b514","Trojan:Win32/Znyonm","MySnake.EXE","2023-09-21"
"Windows API","MFC42u.DLL!Ord(5237)","0ea0b19c562d20c6ac89a1f2db06eedcb147cde2281e79bb0497cef62094b514","Trojan:Win32/Znyonm","MySnake.EXE","2023-09-21"
"Windows API","MFC42u.DLL!Ord(5257)","0ea0b19c562d20c6ac89a1f2db06eedcb147cde2281e79bb0497cef62094b514","Trojan:Win32/Znyonm","MySnake.EXE","2023-09-21"
"Windows API","MFC42u.DLL!Ord(5261)","0ea0b19c562d20c6ac89a1f2db06eedcb147cde2281e79bb0497cef62094b514","Trojan:Win32/Znyonm","MySnake.EXE","2023-09-21"
"Windows API","MFC42u.DLL!Ord(5273)","0ea0b19c562d20c6ac89a1f2db06eedcb147cde2281e79bb0497cef62094b514","Trojan:Win32/Znyonm","MySnake.EXE","2023-09-21"
"Windows API","MFC42u.DLL!Ord(5276)","0ea0b19c562d20c6ac89a1f2db06eedcb147cde2281e79bb0497cef62094b514","Trojan:Win32/Znyonm","MySnake.EXE","2023-09-21"
"Windows API","MFC42u.DLL!Ord(5285)","0ea0b19c562d20c6ac89a1f2db06eedcb147cde2281e79bb0497cef62094b514","Trojan:Win32/Znyonm","MySnake.EXE","2023-09-21"
"Windows API","MFC42u.DLL!Ord(5286)","0ea0b19c562d20c6ac89a1f2db06eedcb147cde2281e79bb0497cef62094b514","Trojan:Win32/Znyonm","MySnake.EXE","2023-09-21"
"Windows API","MFC42u.DLL!Ord(5296)","0ea0b19c562d20c6ac89a1f2db06eedcb147cde2281e79bb0497cef62094b514","Trojan:Win32/Znyonm","MySnake.EXE","2023-09-21"
"Windows API","MFC42u.DLL!Ord(5298)","0ea0b19c562d20c6ac89a1f2db06eedcb147cde2281e79bb0497cef62094b514","Trojan:Win32/Znyonm","MySnake.EXE","2023-09-21"
"Windows API","MFC42u.DLL!Ord(5303)","0ea0b19c562d20c6ac89a1f2db06eedcb147cde2281e79bb0497cef62094b514","Trojan:Win32/Znyonm","MySnake.EXE","2023-09-21"
"Windows API","MFC42u.DLL!Ord(540)","0ea0b19c562d20c6ac89a1f2db06eedcb147cde2281e79bb0497cef62094b514","Trojan:Win32/Znyonm","MySnake.EXE","2023-09-21"
"Windows API","MFC42u.DLL!Ord(561)","0ea0b19c562d20c6ac89a1f2db06eedcb147cde2281e79bb0497cef62094b514","Trojan:Win32/Znyonm","MySnake.EXE","2023-09-21"
"Windows API","MFC42u.DLL!Ord(567)","0ea0b19c562d20c6ac89a1f2db06eedcb147cde2281e79bb0497cef62094b514","Trojan:Win32/Znyonm","MySnake.EXE","2023-09-21"
"Windows API","MFC42u.DLL!Ord(5710)","0ea0b19c562d20c6ac89a1f2db06eedcb147cde2281e79bb0497cef62094b514","Trojan:Win32/Znyonm","MySnake.EXE","2023-09-21"
"Windows API","MFC42u.DLL!Ord(5727)","0ea0b19c562d20c6ac89a1f2db06eedcb147cde2281e79bb0497cef62094b514","Trojan:Win32/Znyonm","MySnake.EXE","2023-09-21"
"Windows API","MFC42u.DLL!Ord(6048)","0ea0b19c562d20c6ac89a1f2db06eedcb147cde2281e79bb0497cef62094b514","Trojan:Win32/Znyonm","MySnake.EXE","2023-09-21"
"Windows API","MFC42u.DLL!Ord(6051)","0ea0b19c562d20c6ac89a1f2db06eedcb147cde2281e79bb0497cef62094b514","Trojan:Win32/Znyonm","MySnake.EXE","2023-09-21"
"Windows API","MFC42u.DLL!Ord(6193)","0ea0b19c562d20c6ac89a1f2db06eedcb147cde2281e79bb0497cef62094b514","Trojan:Win32/Znyonm","MySnake.EXE","2023-09-21"
"Windows API","MFC42u.DLL!Ord(6370)","0ea0b19c562d20c6ac89a1f2db06eedcb147cde2281e79bb0497cef62094b514","Trojan:Win32/Znyonm","MySnake.EXE","2023-09-21"
"Windows API","MFC42u.DLL!Ord(6371)","0ea0b19c562d20c6ac89a1f2db06eedcb147cde2281e79bb0497cef62094b514","Trojan:Win32/Znyonm","MySnake.EXE","2023-09-21"
"Windows API","MFC42u.DLL!Ord(6372)","0ea0b19c562d20c6ac89a1f2db06eedcb147cde2281e79bb0497cef62094b514","Trojan:Win32/Znyonm","MySnake.EXE","2023-09-21"
"Windows API","MFC42u.DLL!Ord(6375)","0ea0b19c562d20c6ac89a1f2db06eedcb147cde2281e79bb0497cef62094b514","Trojan:Win32/Znyonm","MySnake.EXE","2023-09-21"
"Windows API","MFC42u.DLL!Ord(641)","0ea0b19c562d20c6ac89a1f2db06eedcb147cde2281e79bb0497cef62094b514","Trojan:Win32/Znyonm","MySnake.EXE","2023-09-21"
"Windows API","MFC42u.DLL!Ord(755)","0ea0b19c562d20c6ac89a1f2db06eedcb147cde2281e79bb0497cef62094b514","Trojan:Win32/Znyonm","MySnake.EXE","2023-09-21"
