"Timestamp","Repo","Score","Method","Risk","URL"
"2026-01-28 17:58:21","tc39/proposal-frozen-realms","3.6","Local-CLI","High","https://github.com/tc39/proposal-frozen-realms"
"2026-01-28 17:58:22","gpuweb/gpuweb","5.9","API","Medium","https://github.com/gpuweb/gpuweb"
"2026-01-28 17:58:22","KhronosGroup/Vulkan-Docs","5.2","API","Medium","https://github.com/KhronosGroup/Vulkan-Docs"
"2026-01-28 17:58:22","w3c/webappsec-trusted-types","3.6","API","High","https://github.com/w3c/webappsec-trusted-types"
"2026-01-28 17:58:22","w3c/ServiceWorker","5.7","API","Medium","https://github.com/w3c/ServiceWorker"
"2026-01-28 17:58:38","WICG/construct-stylesheets","4.2","Local-CLI","High","https://github.com/WICG/construct-stylesheets"
"2026-01-28 17:58:55","WICG/view-transitions","4.0","Local-CLI","High","https://github.com/WICG/view-transitions"
"2026-01-28 18:08:07","WICG/shared-element-transitions","4.0","Local-CLI","High","https://github.com/WICG/shared-element-transitions"
"2026-01-28 18:08:07","w3c/webappsec-permissions-policy","4.3","API","High","https://github.com/w3c/webappsec-permissions-policy"
"2026-01-28 18:08:21","pq-crystals/kyber","3.0","Local-CLI","High","https://github.com/pq-crystals/kyber"
"2026-01-28 18:08:22","conda/conda","4.5","API","High","https://github.com/conda/conda"
"2026-01-28 18:08:22","projectcalico/cni-plugin","3","API","High","https://github.com/projectcalico/cni-plugin"
"2026-01-28 18:08:38","xfce-mirror/xfce4-power-manager","4.4","Local-CLI","High","https://github.com/xfce-mirror/xfce4-power-manager"
"2026-01-28 18:08:38","mitchellh/mapstructure","3.6","API","High","https://github.com/mitchellh/mapstructure"
"2026-01-28 18:08:39","sirupsen/logrus.BufferPool",,"Local-CLI","High","https://github.com/sirupsen/logrus.BufferPool"
"2026-01-28 18:08:39","mitchellh/mapstructure.DecodeHookFunc",,"Local-CLI","High","https://github.com/mitchellh/mapstructure.DecodeHookFunc"
"2026-01-28 18:08:40","sirupsen/logrus.maximumCallerDepth",,"Local-CLI","High","https://github.com/sirupsen/logrus.maximumCallerDepth"
"2026-01-28 18:08:41","sirupsen/logrus.MutexWrap",,"Local-CLI","High","https://github.com/sirupsen/logrus.MutexWrap"
"2026-01-28 18:08:41","sirupsen/logrus.TraceLevel",,"Local-CLI","High","https://github.com/sirupsen/logrus.TraceLevel"
"2026-01-28 18:08:42","sirupsen/logrus.DebugLevel",,"Local-CLI","High","https://github.com/sirupsen/logrus.DebugLevel"
"2026-01-28 18:08:42","sirupsen/logrus.WarnLevel",,"Local-CLI","High","https://github.com/sirupsen/logrus.WarnLevel"
"2026-01-28 18:08:43","sirupsen/logrus.Formatter",,"Local-CLI","High","https://github.com/sirupsen/logrus.Formatter"
"2026-01-28 18:08:43","sirupsen/logrus.Level.MarshalText",,"Local-CLI","High","https://github.com/sirupsen/logrus.Level.MarshalText"
"2026-01-28 18:08:44","sirupsen/logrus.AllLevels",,"Local-CLI","High","https://github.com/sirupsen/logrus.AllLevels"
"2026-01-28 18:08:45","sirupsen/logrus.init",,"Local-CLI","High","https://github.com/sirupsen/logrus.init"
"2026-01-28 18:08:45","gorilla/mux.ErrNotFound",,"Local-CLI","High","https://github.com/gorilla/mux.ErrNotFound"
"2026-01-28 18:08:45","moby/buildkit","7.4","API","Medium","https://github.com/moby/buildkit"
"2026-01-28 18:08:46","dotnet/pinvoke","3.3","API","High","https://github.com/dotnet/pinvoke"
